Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
7524,5sBKdrzsxj,Pro,Broken accents after import,"During a cleanup involving Italian city names, we found some rows came from an old CRM export. The affected rows are mostly from Canada. I can share a sample row if needed. Can you confirm whether you can keep accents readable?",Low
7525,3OyjBhmfSF,Pro,Auto-run stopped processing rows,We ran into an issue with website URLs: the log shows a timeout. The workspace has 26 active users. The sales team is waiting for the cleaned file. Can you confirm whether you can explain the error?,Medium
7526,di931HZlhi,Starter,Commas broke my import,"Our team is working on a webinar attendee list, and we found semicolon delimiters from our ERP. The affected rows are mostly from Germany. The sales team is waiting for the cleaned file. Is there a way to recover the original columns?",Medium
7527,ATxWz0S2OE,Starter,Company matching missed records,A teammate checked leads from event lists and found the same company appears with local branches. The workspace has 14 active users. The same workflow worked last week. Could you help us keep the newest value?,Low
7528,aRLmefrBz5,Pro,Cannot access workspace,"We ran into an issue with my admin account: SSO redirects to the wrong workspace. The file has 1,200 rows and 12 columns. The upload file is a UTF-8 CSV created this morning. We need this before a customer meeting. What is the safest way to send a recovery link?",High
7529,9glMh2QSMT,Starter,Need help merging duplicate rows,"While preparing accounts from two CRMs for a deadline, we found the duplicate groups look too strict. This started after we exported from Pipedrive. We are using Edge on iPadOS. I can share a sample row if needed. What is the safest way to merge the best values?",Urgent
7530,lB6E8BAbV4,Enterprise,Cannot access workspace,The workflow related to a new SSO user reported the invite link has expired. The upload file is a UTF-8 CSV created after a scheduled sync. The sales team is waiting for the cleaned file. What should we check before we update the login email?,Medium
7531,WfSbGYFX8N,Business,Export has been running too long,The workflow related to a full product table reported the file is needed for a scheduled import. The upload file is a UTF-8 CSV created this morning. Finance is waiting for an answer. Is there a way to retry the job?,High
7532,hEN6HeVgB0,Starter,Billing amount looks wrong,"While preparing an annual plan upgrade for a deadline, we found the change was made last month. This started after we exported from Salesforce. The upload file is a Excel export created this morning. The issue affects one workspace, but not another. What should we check before we confirm the active seats?",High
7533,Z73LJ6jwt8,Starter,Password reset did not work,"During a cleanup involving our shared workspace, we found SSO redirects to the wrong workspace. The workspace has 3 active users. The file has 100,000 rows and 12 columns. The issue affects one workspace, but not another. Can you help us send a recovery link?",Medium
7534,7v2jVt5SKp,Business,Webhook failed during enrichment,"During a cleanup involving email addresses, we found the run stopped overnight. The affected rows are mostly from France. This started after we exported from Google Sheets. The sales team is waiting for the cleaned file. Can you confirm whether you can restart the run?",Urgent
7535,KPCeKaPfn2,Starter,CSV columns shifted after upload,A teammate checked a vendor list and found tabs copied from Google Sheets. The affected rows are mostly from France. Finance is waiting for an answer. Please normalize the delimiter and let me know the next step.,Urgent
7536,occW2yJEkJ,Free,Broken accents after import,"During a cleanup involving Nordic characters, we found the file may be Windows-1252. The workspace has 26 active users. The upload file is a tab-separated file created last Friday. This is blocking today's cleanup work. What is the safest way to list the characters that changed?",Urgent
7537,TWuTCQeZbI,Pro,Billing amount looks wrong,"I need help with an old workspace because we found the receipt does not match our purchase order. The upload file is a tab-separated file created after a scheduled sync. The file has 1,200 rows and 28 columns. Finance is waiting for an answer. Is there a way to update billing before renewal?",High
7538,5jGv1yQHTs,Business,Export has been running too long,A teammate checked a deduplicated lead list and found the export must include all columns. This started after we exported from Excel. The same workflow worked last week. Can you confirm whether you can help me split the file?,Low
7539,3NRZny169z,Pro,Reusable prompt templates,I need help with support triage prompts because we found we run the same prompt every week. The upload file is a UTF-8 CSV created during a migration test. Finance is waiting for an answer. What should we check before we compare prompt outputs?,Low
7540,p7giKgYH8p,Free,Commas broke my import,"The workflow related to an order history file reported unescaped quotes in product descriptions. The file has 8,500 rows and 120 columns. We can work around it today, but need a reliable fix. What is the safest way to repair the import?",Low
